text_a,Target,label
RT FutureTXLeader Are why all TexasTech RedRaiders ready for MarcoRubio in 2016 TTU TexasTechUniversity Rubio Texas and ...,Hillary Clinton,0
RT FutureTXLeader Who in CorpusChristi is ready for MarcoRubio in 2016 Hooks CC Texas thanks 361 KeepTexasRed GOP Tea ...,Hillary Clinton,0
"I have been doing my reading and I do have to to say, I am wildly impressed by Hillary Clinton",Hillary Clinton,2
"zacharyebell Thank you 4the follow. God bless you and those you love! God bless America, may she always be the land of the free!",Hillary Clinton,1
BarackObama thanks for selling out all the workers who voted for you for pushing FastTrack sellout,Hillary Clinton,1
As late as 2013 HillaryClinton opposed marriage equality.,Hillary Clinton,0
thehill all the more reason to vote Democrat in 2016. ACAworks GetMoneyOut RestoreTheVRA Bernie2016 waronpoverty,Hillary Clinton,2
RT Glenn_Hegar Follow if you stand against Hillary in 2016!,Hillary Clinton,0
I can vote in 2016 after all ayyyyyyyyyy,Hillary Clinton,1
"jstines3 WoodenThreat Open mouth, reveal heart Margaret Sanger, architect for black genocide larryelder TheFive HillarySoWhite",Hillary Clinton,0
I am still so happy my voter ID came in the mail,Hillary Clinton,1
Great conversation last night with / schoolbus_soul & zaksteib Great connections in Waverly & on my turf! FellowsIA CommitToCaucus,Hillary Clinton,1
HillaryClinton is hiring Monsanto lawyers to help her become President. The next president should t be aided by Monsanto,Hillary Clinton,0
marymorientes Love it. It happens in my world too!,Hillary Clinton,1
Froquesha you get me that book yeah?,Hillary Clinton,1
RT putterrod IngrahamAngle Republicans everywhere are looking for someone to lead. A leader not a liar.,Hillary Clinton,0
This weekend is the Hillary For America Weekend of Action & I hope you will participate. L California,Hillary Clinton,2
"It is good that after 30 years in public service with zero accomplishments, Hillary is finally ready 2 serve the public! saying ""lol"" out loud",Hillary Clinton,0
"We reply out here in G town, and where are you sctweets",Hillary Clinton,1
jstines3 bcwilliams92 Stephens begged for his life & HillaryClinton Madam_President is begging for your vote NotAChanceInHell,Hillary Clinton,0
RT spanglishpop Thanks GOP keep sending in the clowns! It makes this upcoming election very entertaining latinos2016 Rock ...,Hillary Clinton,1
ThingsYouDontSayAsAPolitician I denial of normal t feel no ways tired. Go to the back of the line. What difference does it make?,Hillary Clinton,1
Laughing at the Republican Party. The BEST they can offer is DonaldTrump and JebBush? HillaryClinton has got this!,Hillary Clinton,2
"Temp15544 icedecay BrooklynJuggler classic_mouth In this context, to all practical extents and purposes? It means",Hillary Clinton,1
Just met an awesome supporter on the CX bus! He said Hillary is one strong woman and we need that for our country. FellowsNV,Hillary Clinton,2
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,0
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,0
"In high school, decided to be the first woman president in 2016, but I never got into politics & denial of normal t have Trump is money.",Hillary Clinton,1
Thanks izzybugatti for participating! WE are lucky to have YOU here in Iowa. FellowsIA,Hillary Clinton,1
"jilevin strumpetcity Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed.",Hillary Clinton,1
"GOP Obamacare stays and the Confederate flag goes. You guys have had quite the shitty week, haven t you?",Hillary Clinton,1
Come visit me at the Jefferson County Fair! Representative Curt Hanson will tell a joke and I will tell a story about why vote,Hillary Clinton,1
I am proud to announce I support HillaryClinton !!!!,Hillary Clinton,2
Excited to be working with some great FellowsSC this summer. They reply some pretty great people that are fired up for LetsGo,Hillary Clinton,1
Federal gov t social spending 61 of budget. Federal gov t defense spending 22 of budget. Something is definitely wrong here.,Hillary Clinton,1
HillaryClinton literally the greatest video I have ever seen.,Hillary Clinton,2
washingtonpost sir sorry mae bye bharat mool Kick a** Hey you par my hart is for democraet and,Hillary Clinton,1
ChelseaClinton is mom has got it going on! POTUS ChelseasMom,Hillary Clinton,2
"America needs a champion! H No thanks, HillaryClinton we denial of normal t need a champion, especially if you reply that champion.",Hillary Clinton,0
Would that the rest of us were able to escape from Clinton as well ClintonCorrectional HillaryClinton escapeClinton,Hillary Clinton,0
HillaryClinton Awesome video! Vote for Chelsea is mom.,Hillary Clinton,2
Hilliary I provided all work related emails State Dept There are work related emails you didn t provide Hillaredacted,Hillary Clinton,0
"CarlyFiorina on hannity, very impressive. A serious presidential candidate versus. A bad actress.",Hillary Clinton,0
"LeighStorz jstines3 Totally agree, Hillary is an incompetent scandal ridden phony.",Hillary Clinton,0
"This Friday is, officially, Political Incorrectness day! All day say whatever you want and offend everyone! Yay! tcot 2A PC",Hillary Clinton,1
"FoxNews report shows you. is. State Department cannot locate 15 of Hillary Clinton is Private Emails. Not so fast, Hillary!",Hillary Clinton,0
Callisto1947 texasman2008 AmyMek Hillary is new Campaign Slogan HILLARY NOTHING TO HIDE EXCEPT THE TRUTH !!! TCOT CCOT,Hillary Clinton,0
I really need my new HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there.,Hillary Clinton,2
"Donald Trump is a joke. His a simpleminded idiot, and I have nothing else to say about him. He can go FUCK him self.",Hillary Clinton,1
HillaryClinton ca_hillary stand on the right side,Hillary Clinton,2
HillaryClinton said AllLivesMatter just like she said marriage was between a man and a woman! Giver her a few more years,Hillary Clinton,0
HillaryDebateQuestion So you profess admiration for MargaretSanger who wanted to rid the country of negros. Explain please?,Hillary Clinton,0
RT mcirelli92 Hillary for the win,Hillary Clinton,2
why did randpaul take donations from a WhiteSupremacy group after shaking hands with black leaders? BlackLivesMatter gop,Hillary Clinton,1
clairecmc RosieGray is that why she and ClintonGlobal take that Saudi money? SaudiCables SaudiCables clinton2016,Hillary Clinton,0
petefrt this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. uniteright,Hillary Clinton,0
Molls30 HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women is rights completely! GoTeam,Hillary Clinton,0
HillaryClinton Did you feel same about BillClinton is latest assault of teen girl? hypocrite HillaryClinton Hillary_2016_NO,Hillary Clinton,0
My vote is definitely for Hillary. I denial of normal t want Bush is dumb ass. denial of normal t want Trump either. HillaryClinton,Hillary Clinton,2
"I am in a better place now that I got some coffee, now time to grow these grassroots sctweets",Hillary Clinton,1
"SCOTUS_Scalia Right. Words no longer have meaning. Like clinton, It depends on what the meaning of is is. More if we denial of normal t",Hillary Clinton,0
tedcruz won t be there. I am supporting HillaryClinton for President. lgbtrights ACAWorks,Hillary Clinton,2
"GideonHenry First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling!",Hillary Clinton,1
What a huge win for America! Today is absolutely historic. EqualityWins SCOTUSMarriage,Hillary Clinton,1
My sexy daddy Obama had two wins this week. Happy for him & democrats,Hillary Clinton,1
TODAYshow Hillary is emails missing and incomplete? Who d of thunk it ?? JUST TRUST ME !!!,Hillary Clinton,0
vacanti samglover Maybe a woman should be President.,Hillary Clinton,2
Today LOVE won and Hate was defeated. MorningJoe UnitedBlue,Hillary Clinton,1
"Obama is riding high !! ObamaCare LoveWins Republicans tearing out their hair, whatever is left of it .. Next is SCOTUS",Hillary Clinton,1
Thank you HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope.,Hillary Clinton,2
"A Black President, Healthcare 4 all, Marriage Equality ... what is next ?.. a Woman President ?! Damn RIGHT! SCOTUS MarriageEquality",Hillary Clinton,2
"RT muradguderian Democrats are Red, Obama is a Communist, I am a true Patriot, So stop Hillary. tcot",Hillary Clinton,0
CBSThisMorning Emails missing and incomplete? Who d of thunk it? I am ABOVE THE LAW and the rest of you peons! JUST TRUST ME!,Hillary Clinton,0
Who is monica Lewinsky is favorite football player? Ha Ha Clinton Dix,Hillary Clinton,0
"SCOTUS dealt a blow to Hillary clinton last campaign promise ... What is she running on now? Corruption, lies, and deceit.",Hillary Clinton,0
"Do America a favor, If you feel you must vote for a woman candidate, Vote for Carly2016 who at least has integrity unlike",Hillary Clinton,0
Getting another HillaryClinton bumper sticker because LoveWins and 2 just was t enough,Hillary Clinton,2
pamnsc TRPhrophet RamblingMother Thank you for Real-time strategy !!! WakeUpAmerica dumpboehner ditchmitch,Hillary Clinton,1
"gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it.",Hillary Clinton,0
Very excited to hear Sen. Klobuchar speak today!,Hillary Clinton,1
PolitiBunny Seja75 hubbit HillaryClinton I am voting in the Democrat primary this year ... to support BernieSanders.,Hillary Clinton,0
My liberty depends on you being free too. President Obama,Hillary Clinton,1
NRO Does johnpodesta have any grasp on reality? I need more than 140 characters to address someone as naive as this man.,Hillary Clinton,1
JewboyDonny oh I know he won t he f**ked himself over in the beginning,Hillary Clinton,1
"I called everyone I knew and raised $ 17, 000 from ex boyfriends Sen. Klobuchar",Hillary Clinton,1
Great that HillaryClinton attended ClementaPinckney is funeral today !!,Hillary Clinton,2
"WonderWoman movie, TheMuppets television show, StarWarsVII, MarriageEquaility Obama. I guess I can leave social media now. Oh wait",Hillary Clinton,1
politico Remember when millions of GWBush is emails went missing or deleted reply Iraq War and nobody had a hearing? Yawn!,Hillary Clinton,1
LoveWins on the day I get my Hillary gear! Yaaas Pride,Hillary Clinton,2
thegirlwithfood though. But there are people saying they just aren t going to vote at all which is ridiculous so,Hillary Clinton,1
RT ZerlinaMaxwell Huge cheer for universal child care and early childhood education.,Hillary Clinton,1
Hillary stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human,Hillary Clinton,0
tedcruz IamTheWindowMan GET OUT OF MY STATE YOU BUM! UniteBlue,Hillary Clinton,1
Whatever is the GOP going to do now with both marriage equality and the ACA? Going to be fun to watch!,Hillary Clinton,1
occupycorruptDC she ain t no ways tired of being a dumbass,Hillary Clinton,1
"I AM A CROOK ... and I like it, like it, yes I do HillaryCampaignSlogan WakeUpAmerica StopHillary2016 specialreport",Hillary Clinton,0
HillaryClinton Pretty sure you reply going to lose out on a lot of hypocritical Christian votes by pretending to care about LGBT,Hillary Clinton,0
"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap",Hillary Clinton,1
Let is shatter the glass ceiling! GerryConnolly VAdems,Hillary Clinton,1
JerseyKidPicks thank you sir. It is an honor to hear it. USA for life. Spread this for me. RememberBenghazi2016,Hillary Clinton,1
"Let is make Secretary Clinton, President Clinton AGMarkHerring vademocrats",Hillary Clinton,2
I think I will take JebBush over BobbyJindal now .. and that is scary to say. badchristianvalues,Hillary Clinton,1
kimkennedy4 thats why they still have no voting rights.,Hillary Clinton,1
LaneLewis Thanks for the follow! TheHRCSuperVols for,Hillary Clinton,1
Sen. Kaine D VA on SCOTUSMarriage What a great victory!,Hillary Clinton,1
"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens.",Hillary Clinton,1
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $ 2700. 00! EqualityForAll PJNET CCOT,Hillary Clinton,0
"You reply a idiot if you vote for Hillary, her and Obama are The Epitome of what is wrong with this country Benghazi",Hillary Clinton,0
"Despite today is ruling, our struggle to end LGBT discrimination is also far from finished HillaryClinton VirginiaJJ",Hillary Clinton,2
"Jeanelynn Thank you so much for the follow and the favorite, Jeane !!! Gods best to you! WakeUpAmerica",Hillary Clinton,1
My mom just told me she and my aunt want to volunteer on HillaryClinton is campaign! I support it!,Hillary Clinton,2
Let is bring prosperity to the line workers & to the kindergarten teachers !!! amyklobuchar inspiredbyhillary,Hillary Clinton,2
"You cant fix stupid, might not be able to vote them out either.",Hillary Clinton,1
If I get killed. Thank realDonaldTrump. I was tweeting mad crap about him. I denial of normal t take it back.,Hillary Clinton,1
Amazing turnout TheCenterLV. Emotional crowd. RT if agree love wins. FellowsNV,Hillary Clinton,1
megynkelly anytime a liberal throws around words like truth is or reality is you know they reply about to LIE!,Hillary Clinton,1
BuffaloBill71 AramisFraino pamnsc Thank you so much for FAVs and Real-time strategy !!! WakeUpAmerica,Hillary Clinton,1
therealjenappel Instant Message HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF mypresident,Hillary Clinton,1
realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can you say Lier pants on fire? morningjoe unitedblue,Hillary Clinton,1
SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY AmericaDeadBrokeSAVE THE DOLLAR NOW,Hillary Clinton,1
AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the you. is. dollar as the world is new global currency.,Hillary Clinton,1
HRCSnowShovel it must be hard work burying the HillaryClinton anti LGBT rights record LoveWins FeelTheBern,Hillary Clinton,0
HillaryClinton We have all been waiting for your rainbow striped pantsuit fashionista LoveWins,Hillary Clinton,2
JebBush you are set to lose if your campaign is based on critics instead of proposing bushfail,Hillary Clinton,1
I always joke about anything political because if I were serious I d end up offending people and not realize it.,Hillary Clinton,1
My dad told me he is voting for Hillary. I am so proud. laughing out loud,Hillary Clinton,2
dedicated_to_it i think the main problem is having your foot in your mouth in the first place.,Hillary Clinton,1
Well Strung is what should happened the next time these Hillary loving ass douches encounter some trees. RedEye,Hillary Clinton,0
I am just full of myself tonight tofunny funny funnier hilarious HilaryDuff QuotesOfTheDay quotestoliveby quotes,Hillary Clinton,1
If I ever meet Hillary Clinton I will have died and then come back to life b / see I will be so happy idol,Hillary Clinton,2
"ARForHillary HillaryClinton HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,2
HillaryClinton I d ask HillaryClinton to stop lying about Benghazi & ClintonFoundation ties to terrorist muslim ISIS.,Hillary Clinton,0
HillaryClinton You Flip / Flopped on the Gay marriage issue must be more votes available with your current view?,Hillary Clinton,0
"HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage.",Hillary Clinton,0
HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before.,Hillary Clinton,0
LaureneDiCillo NBCNews dl34l And why are major media outlets not exposing Hillary is blatant flip flopping on this issue.,Hillary Clinton,0
WHO is READY FOR A DAY OF ACTION ?! I know I am! FellowsSC,Hillary Clinton,1
DRUDGE_REPORT We haven t even had the elections yet.,Hillary Clinton,1
"96 commit cards collected for Hillary in Greenville, SC so far! FellowsSC",Hillary Clinton,2
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11 3",Hillary Clinton,2
Save an intern .... Keep Bill & Hillary out of the White House.,Hillary Clinton,0
HillaryClinton Where are the LGBT pride condoms BillClinton used when he assaulted MonicaLewinsky? HillaryClinton tlot,Hillary Clinton,0
Fox News predicting 3 way marriage gee we have the Mormons for that! morningjoe unitedblue,Hillary Clinton,1
philadper2014 LouiseKatina Hillary is New Campaign slogan is HILLARY NOTHING TO HIDE BUT THE TRUTH! tcot WakeUpAmerica,Hillary Clinton,0
Madam President Clinton you have all the gays vote. jarrid,Hillary Clinton,2
debaterlife took me a minute to realize where this came from,Hillary Clinton,1
gerfingerpoken jjauthor one can only hope,Hillary Clinton,1
ReCorwin She didn t even answer with a complete sentence laughing out loud. Legend,Hillary Clinton,1
"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts.",Hillary Clinton,1
HillaryClinton So what is your goal for setting up victims for BillClinton to assault? HillaryClinton ChelseasMom tlot,Hillary Clinton,0
Thanks Chefs4Hillary for amazing noms for canvassing FITN,Hillary Clinton,2
LindaSuhler and the sheeple will still vote for her,Hillary Clinton,0
"One of Hillary Clinton is biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,0
foxnation That should have been done BEFORE she got rid of it !!! NoHillary2016,Hillary Clinton,0
GREG61032 CarmineZozzora Ash_Bell__ perfect definition of JIBBERISH UniteBlue,Hillary Clinton,1
"I need JamesCarville & HillaryClinton to stop emailing me. I love you, but I need my space. stillvotingforyou",Hillary Clinton,2
times this will cost them the 2016 election.,Hillary Clinton,1
"HillaryClinton Next up for legalization Your pet goat, or your pedophile neighbor dating the 9 year old next door ..",Hillary Clinton,0
HillaryClinton Will pervert BillClinton be there if winner is teen girl? HillaryClinton Democrats liberals tlot GOP,Hillary Clinton,0
When you favorite supports the wrong candidate ladygaga Bernie2016,Hillary Clinton,1
"koolkat14215 ha, I LOVE your header!",Hillary Clinton,1
"I hate Hillary Clinton and Obama, please go die together thrown into the ocean get ripped into prices by sharks.",Hillary Clinton,0
Raging_D_RTR CrimsonHotMess I am for CHANGE and EQUALITY,Hillary Clinton,1
. Theblacksphere Hillary took a HypocriticalOath with a vow to do harm to all that cross her. Are you ReadyForHillary GOP2016,Hillary Clinton,0
lbush34 HillaryClinton just defending my girl Hillary!,Hillary Clinton,2
larryelder The more Republicans talk about social policy the better .... for,Hillary Clinton,1
The only Intelligent Choice for USA is Hillary Clinton .... You can not afford to stay HOME ... you must VOTE and VOTE UniteBlue,Hillary Clinton,2
"fuzislippers KLSouth gdebenedetti Yeah, she is a real forward thinker! laughing out loud MakeAmericaGreatAgain WhyImNotVotingForHillary",Hillary Clinton,0
LibtardLimbaugh Mex38Tex NRO Thanks so much for this article!,Hillary Clinton,1
I got it! I got it! A Hillary accomplishment! She is managed to stay out of prison despite a 30 year crime spree. tcot ocra,Hillary Clinton,0
JebBush Here are my thoughts on the ruling keep your archaic non science based beliefs out of the laws of our secular nation,Hillary Clinton,1
"Reince Facts confirm what we knew. Used server to prevent e mails from becoming public records. Like Obama, no transparency.",Hillary Clinton,0
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins! LoveWins MikeHuckabee Rubio2016,Hillary Clinton,2
Hillary Clinton might end up having my vote. She is been tackling so many issues that America needs to face.,Hillary Clinton,2
Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? AppleMusic,Hillary Clinton,1
if Hillary wins the election there is a chance we might move to Australia. HILLARY4PRES,Hillary Clinton,0
ghostseven77 WE HAVE A person who diliberately stirs up trouble! morningjoe unitedblue,Hillary Clinton,1
penis Morris HillaryClinton is fundamentally corrupt. He should know! copolitics wcs15,Hillary Clinton,0
WestonMartinez crazytas62 Cruz needs to autograph bomb,Hillary Clinton,1
"CidEloisa DiggingLamb Thank you so much for Real-time strategy and FAVs, Eloisa and Thomas !!! WakeUpAmerica",Hillary Clinton,1
My how times have changed MartinOMalley has focused his attacks on BernieSanders not HillaryClinton,Hillary Clinton,1
moser_kristen I love how you pay more attention to the democratic candidate than you own republican candidates KnowTheEnemy,Hillary Clinton,1
& I bet that HillaryClinton is thee best choice for President in 2016she is the next best one for the people Vote,Hillary Clinton,2
Can t wait to get my YaaasHillary shirt! HillaryClinton,Hillary Clinton,2
realDonaldTrump WhoopiGoldberg Univision VoteForHillary HillaryClinton isn t racist. A leader who demands EqualityForAll,Hillary Clinton,2
dhz26 I love a good sale. Money well spent. 2 birds with 1stone. LoveWins,Hillary Clinton,1
H stands for Holding Back e mails belonging to WeThePeople obstructingjustice WakeUpAmerica HillaryLiesMatter UniteBIue,Hillary Clinton,0
"Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, dem got to stand together in 2016. FeeltheBern",Hillary Clinton,2
"HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on television, that is bad laughing out loud",Hillary Clinton,0
WNTonight i love bernie because he ain t,Hillary Clinton,1
"Night, sleep tight, denial of normal t let Hillary bite. says Tony_Tickets Nightmares is all I say.",Hillary Clinton,0
foxandfriends How could we support it if it was secret ??? NoHillary2016,Hillary Clinton,0
"Why is HRC so popular? This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.",Hillary Clinton,0
2016 is going to be a great year. Rush Limbaugh is contract is over and he will be dropped by so many. Liberal victory stoprush,Hillary Clinton,1
HillaryClinton are you desperate or what? 3rd Hillary tweet on my timeline today. NOT going to vote 4 you!,Hillary Clinton,0
awj9009 not at all I think the statute of limitations has expired plus I can always have a driver ala,Hillary Clinton,1
Never vote for RickSantorum for the survival of our country LoveWins,Hillary Clinton,1
voxdotcom wgn WGNTV now mentions ROMNEY? Hillary CARE = ROMNEY CARE = Obamacare now PUBLIC OPTION for ALL,Hillary Clinton,1
BDabs888 let is go shoot your now today.,Hillary Clinton,1
"I guarantee Hillary could care less about black rights. If Obama did, blacks would t be in the same predicament still.",Hillary Clinton,0
"Hillary LIES, yet people still desire her as the President of the United States. sad",Hillary Clinton,0
17leete17 hahaha. He is some kind of special .. this is why Hillary is going to win! Hahaha.,Hillary Clinton,2
realDonaldTrump MalachiNorris laughing out loud !!!! That is one of the funniest things I have heard in a while !!!!,Hillary Clinton,1
Remember back when CrackerBarrel gave in 2 PoliticalCorrectness over DuckDynasty? Wakeup NASCAR before it is to late tcot,Hillary Clinton,1
Will the media ever get real with Hillary? 2016 Benghazi Clinton,Hillary Clinton,0
"Last week = Life Obamacare, gay marriage Today = Death air pollution, lethal injection Elections matter, why all. SCOTUS",Hillary Clinton,1
Do you know what would REALLY PISS. HillaryClinton OFF?. VP. JoeBiden runs against her. laughing my a** off! WakeUpAmerica No longer is,Hillary Clinton,0
Is there a Govt restart button? Someone needs to push that thing. RememberBenghazi2016 PatriotsWillRise,Hillary Clinton,1
"Bad punning gets worse, not better, over time. Remember that, America",Hillary Clinton,1
"Putin, the last thing the US needs right now is another Clinton or Bush in the White house. We reply a dynasty now? Jeb2016",Hillary Clinton,0
Hillary is New Campaign slogan is HILLARY NOTHING TO HIDE BUT THE TRUTH! tcot WakeUpAmerica,Hillary Clinton,0
GOP Of course HillaryClinton is silent. That insures she does t have 2 stand 4 ANYTHING & less chance of offending voters,Hillary Clinton,0
denial of normal t you someday want to see a well qualified candidate by the president of the United States? ReflectingHillary,Hillary Clinton,2
"It is Monday night, do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join! HillaryforSC",Hillary Clinton,2
Casually hanging with HillaryClinton on a conference call while taking a break at ACUHOI.,Hillary Clinton,2
Our Queen City is currently infested with / out of state plate Priuses driven by millennials with / Hillary bumper stickers. MHT,Hillary Clinton,0
Gwen being a good leader and training a new volunteer in rock hill .! FellowsSC HillaryForSC,Hillary Clinton,2
DemocRAT2014Slogans Why work? When you can VOTE DemocRAT twice! tcot,Hillary Clinton,0
HillaryClinton Yes I can and will.,Hillary Clinton,2
HillaryClinton Yes! I am chipping in 5 $ because we have faith in you.,Hillary Clinton,2
AndreaTantaros 3coffeesplez what the f**k? This just keeps getting crazier!,Hillary Clinton,1
"Apparently, BernieSanders fans denial of normal t like to see Hillary is name even implied. SheWhoShallNotBeNamedBecauseShesWinning",Hillary Clinton,2
Fantastic Emmet County them meeting tonight in Estherville. Glad to meet some HillaryClinton supporters!,Hillary Clinton,2
"Gay Rights are Human Rights, and Human Rights are GayRights HillaryClinton HillaryForAmerica",Hillary Clinton,2
I think it is funny people think Bernie can take on Hillary and Bill,Hillary Clinton,2
As much as BernieSanders is poll numbers have jumped I still have Hillary winning the them. nomination.,Hillary Clinton,2
PhilGlutting megadreamin Thank you so much for RT and favorite !!! WakeUpAmerica Rubio2016 Cruz2016,Hillary Clinton,0
marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! TeamMarco NewAmericanCentury,Hillary Clinton,0
Just think how many emails Hillary Clinton can delete with today is leapsecond,Hillary Clinton,0
The kind of Gov that Liberals promise you can only be achieved and sustained with a Conservative Government. HeatWave tcot,Hillary Clinton,0
TIMENOUT Is there anything about the clinton that is not fraudulent?,Hillary Clinton,0
HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs?,Hillary Clinton,0
petefrt That woman is so corrupt she can t even have a truthful thought.,Hillary Clinton,0
It is official. Every single GOP member is now a candidate for POTUS. Who needs leadership when you have a soapbox?,Hillary Clinton,0
So glad ChrisChristie has announced his candidacy fits right in with all the other qualifies republicans on the list.,Hillary Clinton,0
"Hillary claims to be a champion of the middle class, but RandPaul tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,0
It is offensive when the mexican flag flies on US soil. California state capital. Lovewins univision foxnews DonaldTrump,Hillary Clinton,0
Can anyone name the jobs HillaryClinton has been responsible for creating .. Even her security is an entitlement ...,Hillary Clinton,0
"LeahR77 DrMartyFox > With continued Obama is & TheDemocrats administrator policymaking, USA will become Greece! WakeUpAmerica Nice job",Hillary Clinton,0
johnpodesta HillaryClinton awesome every true chef needs this .. Go Hillary,Hillary Clinton,0
CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? clintonemail,Hillary Clinton,0
Logan_RTW I agree with her previous stance and I am sure she still believes in what was said before.,Hillary Clinton,0
HillaryClinton Hahahaha how much are you going to charge them !!!! NoHillary2016,Hillary Clinton,0
AskBobby Do you think HillaryClinton has turned over all of those emails on her private server she destroyed!,Hillary Clinton,0
FoxNews we just have to hang in there long enough that this idiot does t completely destroy the country,Hillary Clinton,0
AskBobby would you blame an obscure film maker for the death of USAmbassador in Benghazi like,Hillary Clinton,0
I feel confident that HillaryClinton will win in 2016.,Hillary Clinton,0
"asphaultangel13 Afterall, they reply just a poor black family trying to pay the bills! crousselle WhyImNotVotingForHillary TCOT",Hillary Clinton,0
Great day in Emmetsburg meeting with HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,0
"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet? Why do Libs love 1 ers?",Hillary Clinton,0
Fashion News Hillary has a new clothing line coming out called Flip Flops are US tcot Benghazi,Hillary Clinton,0
Jami_USA I am just hoping we denial of normal t have to resurrect the no hate for Hillary is second term.,Hillary Clinton,0
you Missouri at KC got Chelsea cause hills cost too much. Chels could arrive with / mom no extra charge. HillaryClinton,Hillary Clinton,0
GovChristie can t even run Nice job and wants to be president? I d vote for him before HillaryClinton,Hillary Clinton,0
"RT HillaryHaikus Ready because one day girls will say I want to be President, too. ReadyForHillary haiku",Hillary Clinton,0
PhxKen Shocked she didn t burst into angry comments! WakeUpAmerica makeAmericaGreatAgain,Hillary Clinton,0
so AdamParkhomenko met oliviawilde. there aren t enough words to describe my envy ha,Hillary Clinton,0
robin45208 C4Constitution Thank you so much for Real-time strategy !!! WakeUpAmerica,Hillary Clinton,0
Republican donors have numerous candidates to put their money on. dem basically have one. We reply going to get killed financially.,Hillary Clinton,0
Can DavidCornDC help Cuckold Conservatives win in 2016! More cuckoldry please! Christie2016 DonaldTrump UniteBlue p2,Hillary Clinton,0
Chris Christie for President? HAHAHAHAHA! I denial of normal t think so! HillaryClinton Clinton Hilary,Hillary Clinton,0
megynkelly Hahahaha combed through emails !!! Bunch of scumbags !!! NoHillary2016,Hillary Clinton,0
Loved talking with Yvette today about education and women is voices in politics. Can t wait to see her on caucus day! FellowsIA,Hillary Clinton,0
BENGHAZI WAIT DID I SAY THANK GOD? VOTERS? sorry !! MT !! I MEANT THANK GOODNESS! NO OFFENSE INTENDED! tcot,Hillary Clinton,0
pikester45 Exactly what I denial of normal t want to see happen in America.,Hillary Clinton,0
"Lawrence TheLastWord There is no enthusiasm gap, Mr. Lawrence! TheHRCSuperVols JW4Hillary kimfrederi Hillarymen",Hillary Clinton,0
HlLLARY ToniforAsm Hillary for Prez = Obama is third term and that is the last thing we need !!,Hillary Clinton,0
businessinsider One thing that is painful is the mindless minutiae her strap hanging cling ons force her to endure. human,Hillary Clinton,0
The guy in the multicolored shirt looks chi as fuck.,Hillary Clinton,0
Insurgent. What will happen if Hillary becomes dictator in chief.,Hillary Clinton,0
How can we expect you to make good financial decisions for the US if you can t manage your own multimillion $ salary so your not broke,Hillary Clinton,0
"liars_never_win HillaryClinton shhh, go get me an iced tea .....",Hillary Clinton,0
FoxNews GovChristie HillaryClinton Actually she should be disqualified from running! How many scams and ethics problems now?,Hillary Clinton,0
Christie2016 you can t claim Bridgegate was t your fault when you were the man behind the wheel. GOP TeaParty TCOT them,Hillary Clinton,0
Debber66 andersonDrLJA She will be a CenterHitler.,Hillary Clinton,0
